name,category,subcategory,torrentSize,torrentLink,coverImageUrl
"Прпп. Варсонофий Великий и Иоанн Пророк - Руководство к духовной жизни. [Студия ""Свирелька"", 2008, 80 kbps]","Религии","[Аудио] Православие","917.4 MB","magnet:?xt=urn:btih:030DB6642EC41CED8B3207094E3E77390D494203&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i3.fastpic.ru/big/2009/1023/d7/dbfb0d4c8bd4a37a9cc33ad1257a8fd7.jpg"
"Блаженный Августин Аврелий - Молитвы и молитвенные рассуждения. (3 книги из 3) [Денис Гаврилов, 2011 г., 64 kbps, MP3]","Религии","[Аудио] Православие","181.2 MB","magnet:?xt=urn:btih:1DEF73B5C06B208C06AD0129473877836A2144F1&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet","http://i53.fastpic.ru/big/2013/0319/b2/924f1a5d328b10c4ce8c05c2fe67a4b2.jpg"
"Иерей Андрей Лоргус, психолог О.М.Красникова. - Любовь и зависимость. [о. Андрей Лоргус, О.М.Красникова., 80-128 kbps]","Религии","[Аудио] Православие","260.1 MB","magnet:?xt=urn:btih:74351B4D82CBC022EBDEC489E064E8E4053A7E3D&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i3.fastpic.ru/big/2009/1023/37/84d82c8211b5fa247508a00ca456ec37.gif"
"Неизвестно Неизвестно - Житие Святого Преподобного Даниила Столпника. [Неизвестно, 2006 г., 192 kbps, MP3]","Религии","[Аудио] Православие","106.9 MB","magnet:?xt=urn:btih:8C03E80F38CC1DD89C54FB1F5660C6EED39C656A&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet","http://i30.fastpic.ru/big/2012/0318/4d/3e26fcf55835a204d6688c883233584d.jpg"
"В.А. Никифоров–Волгин - Весенний хлеб (рассказы и повести) [Е. Краснобаева]","Религии","[Аудио] Православие","680.1 MB","magnet:?xt=urn:btih:3C3B907E8F85F1444BA113641316BFE173837717&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet","http://www.rightsite.ru/upload/B135-21050.jpg"
"Павел Флоренский - ""Храмовое действо, как синтез искусств"", ""Иконостас"". [Г. Самойлова., 2008]","Религии","[Аудио] Православие","406.5 MB","magnet:?xt=urn:btih:460DC90A63799D67C97ADF7BC55F7BEB849D4122&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet","http://covers.mp3.zvuki.ru/covers/full/2018.jpg"
"епископ Василий(Родзянко). - ""О Царствии Небесном,в притчах Господних"". [епископ Василий(Родзянко)., 2009, 320 kbps]","Религии","[Аудио] Православие","193.2 MB","magnet:?xt=urn:btih:61470205C85CD455621A0E9617866E5DCEC3C9BD&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i3.fastpic.ru/big/2009/1023/4e/d65a1a77668e35976dfc37378638214e.jpg"
"Граф Михаил Толстой. - ""Жизнь и чудеса святого Николая Чудотворца"". [Наталия Минаева., 2006, 320 kbps]","Религии","[Аудио] Православие","169.7 MB","magnet:?xt=urn:btih:99D94D9DDF89B776F0608D4DBE0750BE2E0B1632&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i3.fastpic.ru/big/2009/1023/45/7b09caefc2bc0a2dbbd55a959a3d8945.jpg"
"Лопухин Александр - Библейские истории Ветхого Завета. От помазания Царя до Рождества Христова [Станислав Федосов, 2009, 128 kbps, MP3]","Религии","[Аудио] Православие","506.4 MB","magnet:?xt=urn:btih:DB79408D4420ABA978051DC47FA8ECA901ABC496&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet","https://i110.fastpic.ru/big/2019/0512/4b/d9328b72cf6000b1194365fad0b83b4b.jpg"
"Лопухин Александр - Библейские истории Ветхого Завета. От сотворения мира до учреждения Царской власти [Станислав Федосов, 2009, 128 kbps, MP3]","Религии","[Аудио] Православие","617.9 MB","magnet:?xt=urn:btih:84BD053C9BB5F96A797F6388EE8A70A5A965874B&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet","https://i110.fastpic.ru/big/2019/0512/e4/42441a6c434f44f814f4c89b17befae4.jpg"
"Лопухин Александр - Библейские истории Ветхого и Нового Завета (4 книги из 4) [Станислав Федосов, 2009-2013 г., 64 kbps, MP3]","Религии","[Аудио] Православие","1.25 GB","magnet:?xt=urn:btih:A07BBC1B6ED18329CA41708AA419A45B5D2B5F40&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet","http://i52.fastpic.ru/big/2013/0405/fe/7b3134495cd29e39c82d677aa4cad0fe.jpg"
"Лопухин Александр - Библейские истории Нового Завета. Жизнь Иисуса Христа [Станислав Федосов, 2009 г., 128 kbps, MP3]","Религии","[Аудио] Православие","677 MB","magnet:?xt=urn:btih:86F0A141FD9806843C07F9B5C7016E60A7F53008&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i48.fastpic.ru/big/2013/0627/c3/045a84777d67723715aa5e24c5f4d8c3.jpg"
"Неизвестно - Откровенные рассказы странника духовному своему отцу [Виталий Редько, 2009 г., 96 Kbps, MP3]","Религии","[Аудио] Православие","353.6 MB","magnet:?xt=urn:btih:BAB20A3DA11DEB7EE6403F4DEFE3CD38BFBB3B01&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i1.fastpic.ru/big/2010/0107/e9/9be50ebb5304d981ce0dc7144a4261e9.jpg"
"Хор Монахов Валаамского монастыря - Молитва Иисусова 100","Религии","[Аудио] Православие","20.7 MB","magnet:?xt=urn:btih:145A72DC3B13D07EF200B44C2FAF51BFB334F414&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i70.fastpic.ru/big/2015/0701/bd/89c9a3151117109eb01c87a49384a9bd.jpg"
"Калинина Галина - Курс выживания для девочек [Виктория Голобородова, 2011, 64 kbps, MP3]","Религии","[Аудио] Православие","263.2 MB","magnet:?xt=urn:btih:3D81B6A122DA13B1A17BF36073873C7710778453&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i83.fastpic.ru/big/2016/1016/21/389568230dc3a82a0ecf722e9e386321.jpg"
"Откровенные рассказы странника духовному своему отцу [Виталий Редько, 2009, 128]","Религии","[Аудио] Православие","482.7 MB","magnet:?xt=urn:btih:FF9B256B299650A78B0B781DADB2D605516590FE&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet","http://i1.fastpic.ru/big/2010/0107/e9/9be50ebb5304d981ce0dc7144a4261e9.jpg"
.t-ru.org%2Fann%3Fmagnet","http://i58.fastpic.ru/big/2013/0828/45/a96eccd2a838f79ee25fe131ba332d45.jpg"
"Святитель Игнатий(Брянчанинов) - Письма мирянам о Христианской жизни. [Алексей Ковалев, 2008, 112kbps]","Религии","[Аудио] Православие","494.3 MB","magnet:?xt=urn:btih:751FAEE839EF09770A5517EDC79E9B5B501796DF&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i3.fastpic.ru/big/2009/1023/25/0495c1f66f372fe11b488b8d9fc95725.jpg"
"Старец Паисий Святогорец - Слова. Том I, II, III, IV, V [Будевич Валерий, 2012 г., 64 kbps, MP3]","Религии","[Аудио] Православие","2.01 GB","magnet:?xt=urn:btih:A5DB2BA2ACFAF5C1B243DCECB512E159FCC8B323&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet","http://i30.fastpic.ru/big/2012/0308/e4/4718eb2a6064ea059ff564e1570e34e4.jpg"
"Святитель Игнатий Брянчанинов - В помощь кающимся [Дмитрий Чурсин, (ЛИ), 2013 г., 128 kbps, MP3]","Религии","[Аудио] Православие","54.6 MB","magnet:?xt=urn:btih:E1E759B67F81787B0ACD2977FEC250D94C570DD8&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i33.fastpic.ru/big/2014/0119/29/abf2dfb92246ad0c58adae79700a6c29.jpg"
"Преподобный Исаак Сирин - Любовь. Безмолвие. Искушения. Духовно литературно-музыкальная композиция [Митрополит Иларион (Алфеев), Петр Мамонов, 2012 г., 320 kbps, MP3]","Религии","[Аудио] Православие","179.7 MB","magnet:?xt=urn:btih:225B57810ACDF4990D14800E7F39F37B3590BA6A&tr=http%3A%2F%2Fbt4.t-ru.org%2Fann%3Fmagnet","http://i53.fastpic.ru/big/2013/0120/4f/55028800925c7dc078e29c394584d74f.jpg"
"Брянчанинов Игнатий, святитель - Письма мирянам о христианской жизни [Алексей Ковалёв, 2012 г., 56 Kbps, MP3]","Религии","[Аудио] Православие","242.5 MB","magnet:?xt=urn:btih:9E3365D9973A3F5DE3DDE453F5EB3CD6FEA9A26E&tr=http%3A%2F%2Fbt3.t-ru.org%2Fann%3Fmagnet","http://i32.fastpic.ru/big/2012/0404/ec/23edaa9510d29fd4b1ab43df49609aec.jpg"
"Святитель Игнатий Брянчанинов - Приношение современному монашеству [2007, 128 kbps, MP3]","Религии","[Аудио] Православие","886 MB","magnet:?xt=urn:btih:3A0D658BD53FECD070B100BD83D8506D918C2F2F&tr=http%3A%2F%2Fbt.t-ru.org%2Fann%3Fmagnet","http://s008.radikal.ru/i303/1708/0f/fd4e76dea6f3.jpg"
"Святитель Игнатий Брянчанинов - Аскетические опыты (том 2) [неизвестен, 2008, 56]","Религии","[Аудио] Православие","566.3 MB","magnet:?xt=urn:btih:24354FDD7B9D7901398F978A644A99D534FF30C3&tr=http%3A%2F%2Fbt2.t-ru.org%2Fann%3Fmagnet","http://i3.fastpic.ru/big/2009/1023/89/b4cfdb03264a29d154c2ac611cd2e089.jpg"
